keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Montevideo',en,Uruguay,#254631,#254631,2,0.00028991397962310604
'Uruguay',en,Uruguay,#254631,#254631,2,0.00028991397962310604
'Sarajevo',en,Bosnia and Herzegovina,#8DE862,#8DE862,2,0.000300848784676207
'Bosnia and Herzegovina',en,Bosnia and Herzegovina,#8DE862,#8DE862,2,0.000300848784676207
'Puerto Rico',en,Puerto Rico,#514B4E,#514B4E,2,0.0003129740578933153
'San Juan',en,Puerto Rico,#514B4E,#514B4E,2,0.0003129740578933153
'Mongolia',en,Mongolia,#D5C45E,#D5C45E,2,0.00031543671582432445
'Ulaanbaatar',en,Mongolia,#D5C45E,#D5C45E,2,0.00031543671582432445
'Armenia',en,Armenia,#7BC0E3,#7BC0E3,2,0.0003242121644404098
'Yerevan',en,Armenia,#7BC0E3,#7BC0E3,2,0.0003242121644404098
'Kingston',en,Jamaica,#B9E2D1,#B9E2D1,2,0.0003407323360097858
'Jamaica',en,Jamaica,#B9E2D1,#B9E2D1,2,0.0003407323360097858
'Tirana',en,Albania,#896ADE,#896ADE,2,0.0003488725833596151
'Albania',en,Albania,#896ADE,#896ADE,2,0.0003488725833596151
'Lithuania',en,Lithuania,#A9D337,#A9D337,2,0.00035848294320232096
